conversion_id,source_canonical_key,source_shade_code,target_canonical_key,target_shade_code,strategy,mapping_confidence,component_role,normalized_tones,notes,source_document
aveda_10_o_r_intense__koleston_perfect,Aveda::Full Spectrum Permanent::US,10 O/R Intense,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Copper|Red,Aveda 10 O/R Intense → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_10_o_r_intense__dia_light,Aveda::Full Spectrum Permanent::US,10 O/R Intense,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Copper|Red,Aveda 10 O/R Intense → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_n_n__majirel,Aveda::Full Spectrum Permanent::US,9 N/N,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 9 N/N → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_n_n__igora_vibrance,Aveda::Full Spectrum Permanent::US,9 N/N,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 9 N/N → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_n_n__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,9 N/N,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 9 N/N → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_n_n__socolor,Aveda::Full Spectrum Permanent::US,9 N/N,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 9 N/N → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_n_n__koleston_perfect,Aveda::Full Spectrum Permanent::US,9 N/N,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 9 N/N → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_n_n__dia_light,Aveda::Full Spectrum Permanent::US,9 N/N,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 9 N/N → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_v_b__majirel,Aveda::Full Spectrum Permanent::US,9 V/B,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 9 V/B → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_v_b__igora_vibrance,Aveda::Full Spectrum Permanent::US,9 V/B,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 9 V/B → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_v_b__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,9 V/B,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 9 V/B → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_v_b__socolor,Aveda::Full Spectrum Permanent::US,9 V/B,Matrix::SoColor::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 9 V/B → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_v_b__koleston_perfect,Aveda::Full Spectrum Permanent::US,9 V/B,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 9 V/B → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_v_b__dia_light,Aveda::Full Spectrum Permanent::US,9 V/B,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 9 V/B → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_b_b__majirel,Aveda::Full Spectrum Permanent::US,9 B/B,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Blue|Ash,Aveda 9 B/B → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_b_b__igora_vibrance,Aveda::Full Spectrum Permanent::US,9 B/B,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Blue|Ash,Aveda 9 B/B → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_b_b__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,9 B/B,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Blue|Ash,Aveda 9 B/B → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_b_b__socolor,Aveda::Full Spectrum Permanent::US,9 B/B,Matrix::SoColor::US,,tone_level_match,high,base,Blue|Ash,Aveda 9 B/B → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_b_b__koleston_perfect,Aveda::Full Spectrum Permanent::US,9 B/B,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Blue|Ash,Aveda 9 B/B → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_b_b__dia_light,Aveda::Full Spectrum Permanent::US,9 B/B,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Blue|Ash,Aveda 9 B/B → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_y_o__majirel,Aveda::Full Spectrum Permanent::US,9 Y/O,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Gold|Copper,Aveda 9 Y/O → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_y_o__igora_vibrance,Aveda::Full Spectrum Permanent::US,9 Y/O,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Gold|Copper,Aveda 9 Y/O → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_y_o__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,9 Y/O,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Gold|Copper,Aveda 9 Y/O → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_y_o__socolor,Aveda::Full Spectrum Permanent::US,9 Y/O,Matrix::SoColor::US,,tone_level_match,high,base,Gold|Copper,Aveda 9 Y/O → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_y_o__koleston_perfect,Aveda::Full Spectrum Permanent::US,9 Y/O,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Gold|Copper,Aveda 9 Y/O → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_y_o__dia_light,Aveda::Full Spectrum Permanent::US,9 Y/O,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Gold|Copper,Aveda 9 Y/O → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_o_r__majirel,Aveda::Full Spectrum Permanent::US,9 O/R,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Copper|Red,Aveda 9 O/R → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_o_r__igora_vibrance,Aveda::Full Spectrum Permanent::US,9 O/R,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Copper|Red,Aveda 9 O/R → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_o_r__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,9 O/R,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Copper|Red,Aveda 9 O/R → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_o_r__socolor,Aveda::Full Spectrum Permanent::US,9 O/R,Matrix::SoColor::US,,tone_level_match,high,base,Copper|Red,Aveda 9 O/R → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_o_r__koleston_perfect,Aveda::Full Spectrum Permanent::US,9 O/R,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Copper|Red,Aveda 9 O/R → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_o_r__dia_light,Aveda::Full Spectrum Permanent::US,9 O/R,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Copper|Red,Aveda 9 O/R → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_o_r_intense__majirel,Aveda::Full Spectrum Permanent::US,9 O/R Intense,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Copper|Red,Aveda 9 O/R Intense → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_o_r_intense__igora_vibrance,Aveda::Full Spectrum Permanent::US,9 O/R Intense,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Copper|Red,Aveda 9 O/R Intense → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_o_r_intense__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,9 O/R Intense,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Copper|Red,Aveda 9 O/R Intense → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_o_r_intense__socolor,Aveda::Full Spectrum Permanent::US,9 O/R Intense,Matrix::SoColor::US,,tone_level_match,high,base,Copper|Red,Aveda 9 O/R Intense → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_o_r_intense__koleston_perfect,Aveda::Full Spectrum Permanent::US,9 O/R Intense,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Copper|Red,Aveda 9 O/R Intense → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9_o_r_intense__dia_light,Aveda::Full Spectrum Permanent::US,9 O/R Intense,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Copper|Red,Aveda 9 O/R Intense → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_n_n__majirel,Aveda::Full Spectrum Permanent::US,8 N/N,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 8 N/N → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_n_n__igora_vibrance,Aveda::Full Spectrum Permanent::US,8 N/N,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 8 N/N → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_n_n__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,8 N/N,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 8 N/N → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_n_n__socolor,Aveda::Full Spectrum Permanent::US,8 N/N,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 8 N/N → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_n_n__koleston_perfect,Aveda::Full Spectrum Permanent::US,8 N/N,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 8 N/N → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_n_n__dia_light,Aveda::Full Spectrum Permanent::US,8 N/N,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 8 N/N → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_v_b__majirel,Aveda::Full Spectrum Permanent::US,8 V/B,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 8 V/B → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_v_b__igora_vibrance,Aveda::Full Spectrum Permanent::US,8 V/B,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 8 V/B → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_v_b__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,8 V/B,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 8 V/B → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_v_b__socolor,Aveda::Full Spectrum Permanent::US,8 V/B,Matrix::SoColor::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 8 V/B → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_v_b__koleston_perfect,Aveda::Full Spectrum Permanent::US,8 V/B,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 8 V/B → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_v_b__dia_light,Aveda::Full Spectrum Permanent::US,8 V/B,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 8 V/B → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_b_b__majirel,Aveda::Full Spectrum Permanent::US,8 B/B,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Blue|Ash,Aveda 8 B/B → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_b_b__igora_vibrance,Aveda::Full Spectrum Permanent::US,8 B/B,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Blue|Ash,Aveda 8 B/B → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_b_b__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,8 B/B,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Blue|Ash,Aveda 8 B/B → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_b_b__socolor,Aveda::Full Spectrum Permanent::US,8 B/B,Matrix::SoColor::US,,tone_level_match,high,base,Blue|Ash,Aveda 8 B/B → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_b_b__koleston_perfect,Aveda::Full Spectrum Permanent::US,8 B/B,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Blue|Ash,Aveda 8 B/B → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_b_b__dia_light,Aveda::Full Spectrum Permanent::US,8 B/B,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Blue|Ash,Aveda 8 B/B → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_y_o__majirel,Aveda::Full Spectrum Permanent::US,8 Y/O,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Gold|Copper,Aveda 8 Y/O → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_y_o__igora_vibrance,Aveda::Full Spectrum Permanent::US,8 Y/O,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Gold|Copper,Aveda 8 Y/O → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_y_o__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,8 Y/O,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Gold|Copper,Aveda 8 Y/O → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_y_o__socolor,Aveda::Full Spectrum Permanent::US,8 Y/O,Matrix::SoColor::US,,tone_level_match,high,base,Gold|Copper,Aveda 8 Y/O → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_y_o__koleston_perfect,Aveda::Full Spectrum Permanent::US,8 Y/O,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Gold|Copper,Aveda 8 Y/O → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_y_o__dia_light,Aveda::Full Spectrum Permanent::US,8 Y/O,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Gold|Copper,Aveda 8 Y/O → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_o_r__majirel,Aveda::Full Spectrum Permanent::US,8 O/R,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Copper|Red,Aveda 8 O/R → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_o_r__igora_vibrance,Aveda::Full Spectrum Permanent::US,8 O/R,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Copper|Red,Aveda 8 O/R → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_o_r__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,8 O/R,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Copper|Red,Aveda 8 O/R → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_o_r__socolor,Aveda::Full Spectrum Permanent::US,8 O/R,Matrix::SoColor::US,,tone_level_match,high,base,Copper|Red,Aveda 8 O/R → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_o_r__koleston_perfect,Aveda::Full Spectrum Permanent::US,8 O/R,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Copper|Red,Aveda 8 O/R → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_o_r__dia_light,Aveda::Full Spectrum Permanent::US,8 O/R,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Copper|Red,Aveda 8 O/R → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_o_r_intense__majirel,Aveda::Full Spectrum Permanent::US,8 O/R Intense,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Copper|Red,Aveda 8 O/R Intense → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_o_r_intense__igora_vibrance,Aveda::Full Spectrum Permanent::US,8 O/R Intense,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Copper|Red,Aveda 8 O/R Intense → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_o_r_intense__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,8 O/R Intense,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Copper|Red,Aveda 8 O/R Intense → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_o_r_intense__socolor,Aveda::Full Spectrum Permanent::US,8 O/R Intense,Matrix::SoColor::US,,tone_level_match,high,base,Copper|Red,Aveda 8 O/R Intense → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_o_r_intense__koleston_perfect,Aveda::Full Spectrum Permanent::US,8 O/R Intense,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Copper|Red,Aveda 8 O/R Intense → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8_o_r_intense__dia_light,Aveda::Full Spectrum Permanent::US,8 O/R Intense,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Copper|Red,Aveda 8 O/R Intense → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7_n_n__majirel,Aveda::Full Spectrum Permanent::US,7 N/N,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 7 N/N → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7_n_n__igora_vibrance,Aveda::Full Spectrum Permanent::US,7 N/N,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 7 N/N → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7_n_n__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,7 N/N,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 7 N/N → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7_n_n__socolor,Aveda::Full Spectrum Permanent::US,7 N/N,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 7 N/N → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7_n_n__koleston_perfect,Aveda::Full Spectrum Permanent::US,7 N/N,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 7 N/N → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7_n_n__dia_light,Aveda::Full Spectrum Permanent::US,7 N/N,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 7 N/N → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7_v_b__majirel,Aveda::Full Spectrum Permanent::US,7 V/B,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 7 V/B → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7_v_b__igora_vibrance,Aveda::Full Spectrum Permanent::US,7 V/B,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 7 V/B → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7_v_b__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,7 V/B,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 7 V/B → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7_v_b__socolor,Aveda::Full Spectrum Permanent::US,7 V/B,Matrix::SoColor::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 7 V/B → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7_v_b__koleston_perfect,Aveda::Full Spectrum Permanent::US,7 V/B,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 7 V/B → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7_v_b__dia_light,Aveda::Full Spectrum Permanent::US,7 V/B,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Violet|Blue|Ash,Aveda 7 V/B → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
